Date Reported,Case Number,Classification,Description,Status,Date Occurred,Time Data,Address,Building
05/14/2020, 2020-02096, THEFT FROM VEHICLE,"THEFT FROM VEHICLE ACCESSORIES, $200 AND OVER", Arrest,05/11/2020,12:00-05/11/2020 3:22,4017 LUDLOW ST,
05/14/2020, 2020-02097,THEFT FROM BUILDING,THEFT UNDER $50 INC ATTEMPTS BUILDINGS,Inactive,04/27/2020,12:00 -,PERELMAN CENTER FOR ADVANC,
05/15/2020, 2020-02107,ASSAULT,OTHER ASSAULTS ASSAULT,Arrest,05/15/2020, 9:30 - 05/15/2020 9:39,3400 CIVIC CENTER BLVD,PERELMAN CENTER FOR ADVANC
05/15/2020, 2020-02109, THEFT FROM VEHICLE,"THEFT FROM VEHICLE NON ACCESSORY, $200 AND OVER", Active,05/14/2020,11:00-05/14/2020, 3300 WALNUT ST,3300 BLOCK OF WALNUT
05/15/2020, 2020-02110,THEFT OTHER,THEFT EXCEPT AUTO THEFTS $50 TO $199.99 ALL OTHERS,Inactive,04/23/2020, 15:00 - 04/24/2020  9:00,3930 SPRUCE ST,SPRUCE
05/15/2020, 2020-02113,BIKE THEFT, THEFT EXCEPT AUTO THEFTS $50 TO $199.99 BICYCLE, Inactive,05/15/2020, 13:40 - 05/15/2020  13:50, 231 S 34TH ST, NEW CHEMISTRY
05/17/2020, 2020-02130,ROBBERY,ROBBERY HIGHWAY OTHER DANGEROUS WEAPON,Active,05/14/2020,11:00-05/14/2020, 3800 FILBERT ST, 3800 BLOCK OF FILBERT
05/16/2020, 2020-02139,BIKE THEFT, THEFT EXCEPT AUTO THEFTS $200 AND OVER BICYCLE,Inactive,05/15/2020, 17:00 - 05/16/2020  8:00,4045 BALTIMORE AVE,PENN MANOR APARTMENT
05/18/2020, 2020-02146,THEFT FROM BUILDING,THEFT EXCEPT AUTO THEFTS $50 TO $199.99 FROM BUILD,Arrest,05/17/2020, 17:49 - 05/18/2020  16:51, 4247 LOCUST ST,FAIRFAX APARTMENTS
05/18/2020, 2020-02149, OTHER OFFENSE, OTHER OFFENSES DEFIANT TRESPASS, Arrest,05/14/2020,11:00-05/14/2020,3100 WALNUT ST,PENN PARK
05/18/2020, 2020-02151, BURGLARY,BURGLARY RES/NIGHT/FORCE ENTRY 6PM - 6AM AP HOUSE, Active,05/15/2020,0:00 -,APES-2,
05/19/2020, 2020-02156,ASSAULT,OTHER ASSAULTS ASSAULT, Arrest,05/15/2020, 9:30 - 05/15/2020 9:35,3400 CIVIC CENTER BLVD,PERELMAN CENTER FOR ADVANC
05/19/2020, 2020-02162,THEFT FROM BUILDING,THEFT UNDER $50 INC ATTEMPTS BUILDINGS, Arrest,05/19/2020,11:27-05/19/2020, 4125 CHESTNUT ST,4125 Chestnut
05/19/2020, 2020-02164, ROBBERY-GUN, ROBBERY HIGHWAY BY HANDGUN, Inactive,05/19/2020, 13:36 - 05/19/2020  13:40, 400 UNIVERSITY AVE,400 BLOCK OF UNIVERSITY
05/19/2020, 2020-02165, OTHER OFFENSE, HARASSMENT, Inactive,05/19/2020,11:40 - 05/19/2020 11:45,HOSPITAL OF THE UNIV. OF PENN,
05/19/2020, 2020-02166,BIKE THEFT, THEFT EXCEPT AUTO THEFTS $200 AND OVER BICYCLE, Arrest,11/20/2019, 18:45 - 11/21/2019  1:20,3615 CIVIC CENTER BLVD,Abramson Pediatric Center
05/19/2020, 2020-02167,THEFT FROM BUILDING,THEFT EXCEPT AUTO THEFTS $200 AND OVER BUILDINGS, Active,05/12/2020,11:52 - 05/18/2020 12:32,4039 CHESTNUT,
05/20/2020, 2020-02176, THEFT FROM VEHICLE,"THEFT FROM VEHICLE ACCESSORIES, $200 AND OVER",Active,05/20/2020, 3:20 - 05/20/2020 4:23,200 S 43RD ST, 200 BLOCK OF S. 43RD
05/19/2020, 2020-02178, AUTO THEFT,AUTO THEFT STOLEN ALL OTHER MOTOR VEHICLES, Inactive,04/01/2020,12:00 -,HOSPITAL OF THE UNIV. OF PENN,
05/20/2020, 2020-02181,ROBBERY,ROBBERY HIJACK OF VEHICLE NO WEAPON, Arrest,05/20/2020,0:34 -, 100 BLOCK OF S. 43RD,
05/20/2020, 2020-02182,BIKE THEFT, THEFT EXCEPT AUTO THEFTS $50 TO $199.99 BICYCLE, Inactive,05/20/2020,10:48 - 05/20/2020 11:29, NEW CHEMISTRY,
05/20/2020, 2020-02187,BIKE THEFT, THEFT EXCEPT AUTO THEFTS $200 AND OVER BICYCLE,Arrest,03/31/2020,12:11 -,Abramson Pediatric Center,
05/21/2020, 2020-02197,VANDALISM,VANDALISM/CRIMINAL MISCHIEF PRI PROP UNDER 500,Arrest,05/19/2020,11:27-05/19/2020, 3812 WALNUT ST,PRESIDENT'S HOUSE
05/21/2020, 2020-02198, OTHER OFFENSE, OTHER OFFENSES DEFIANT TRESPASS, Arrest,05/19/2020,11:27-05/19/2020, 3160 CHESTNUT ST,FACILITIES DEPARTMENT
05/21/2020, 2020-02201, AUTO THEFT,AUTO THEFT STOLEN PASSENGER VEHICLE, Arrest,05/21/2020,10:13 -, 200 BLOCK OF S. 37TH,
05/21/2020, 2020-02203,THEFT FROM BUILDING,THEFT EXCEPT AUTO THEFTS $200 AND OVER BUILDINGS,Active,05/14/2020,11:02-05/21/2020, 400 S 40TH ST, 400 S 40th
05/21/2020, 2020-02205,BIKE THEFT, THEFT EXCEPT AUTO THEFTS $50 TO $199.99 BICYCLE, Active,05/21/2020, 17:40 - 05/21/2020  18:30, 3942 DELANCEY, DELANCEY
05/21/2020, 2020-02212,THEFT FROM BUILDING,THEFT EXCEPT AUTO THEFTS $50 TO $199.99 FROM BUILD, Inactive,05/14/2020,11:02-05/21/2020, 3400 SPRUCE ST,HOSPITAL OF THE UNIV. OF PENN
05/22/2020, 2020-02222,BIKE THEFT, THEFT EXCEPT AUTO THEFTS $200 AND OVER BICYCLE, Inactive,05/22/2020, 6:15 - 05/22/2020 20:40, 3400 SPRUCE ST,HOSPITAL OF THE UNIV. OF PENN
05/22/2020, 2020-02224,RETAIL THEFT, THEFT EXCEPT AUTO THEFTS $50 TO $199.99 RETAIL, Active,05/22/2020,22:35 -,WAWA- SPRUCE ST,
05/23/2020, 2020-02225,FRAUD,FRAUD CREDIT CARDS, Active,05/23/2020,0:12 -,INN AT PENN,
05/23/2020, 2020-02227,THEFT OTHER,THEFT EXCEPT AUTO THEFTS $50 TO $199.99 ALL OTHERS, Inactive,05/14/2020,11:02-05/21/2020  5:26,223 ST MARKS SQ,
05/23/2020, 2020-02228,THEFT FROM BUILDING,THEFT EXCEPT AUTO THEFTS $50 TO $199.99 FROM BUILD, Arrest,05/23/2020,11:23 - 05/23/2020 11:32,4004 PINE,
05/23/2020, 2020-02234,VANDALISM,VANDALISM/CRIMINAL MISCHIEF PRI PROP UNDER 500, Active,05/23/2020,23:30 -,3500 BLOCK OF CHESTNUT,
05/24/2020, 2020-02235, THEFT FROM VEHICLE,"THEFT FROM VEHICLE NON ACCESSORY, $200 AND OVER",Active,05/24/2020, 1:02 - 05/24/2020 1:11,100 S 37TH ST, 100 BLOCK OF S. 37TH
05/24/2020, 2020-02236,THEFT FROM BUILDING,THEFT UNDER $50 INC ATTEMPTS BUILDINGS, Arrest,05/24/2020, 7:28 - 05/24/2020 7:30,3330 MARKET ST,WAWA Market
05/24/2020, 2020-02238,VANDALISM,VANDALISM/CRIMINAL MISCHIEF PRI PROP UNDER 500, Active,05/23/2020, 21:00 - 05/24/2020  9:30,3600 SANSOM ST,3600 BLOCK OF SANSOM
05/25/2020, 2020-02250,THEFT FROM BUILDING,THEFT EXCEPT AUTO THEFTS $50 TO $199.99 FROM BUILD, Arrest,05/14/2020,11:02-05/21/2020, 4247 LOCUST ST,FAIRFAX APARTMENTS
05/24/2020, 2020-02256, THEFT FROM VEHICLE,"THEFT FROM VEHICLE NON ACCESSORY, UNDER $50.00", Inactive,05/14/2020,11:02-05/21/2020,3400 SANSOM ST,3400 BLOCK OF SANSOM
05/26/2020, 2020-02258,THEFT FROM BUILDING,THEFT EXCEPT AUTO THEFTS $200 AND OVER BUILDINGS, Inactive,04/28/2020,0:00-04/29/2020, 4039 CHESTNUT ST,4039 CHESTNUT
05/26/2020, 2020-02259, THEFT FROM VEHICLE,"THEFT FROM VEHICLE NON ACCESSORY, UNDER $50.00", Inactive,05/26/2020,12:07-05/26/2020, 3400 SANSOM ST,3400 BLOCK OF SANSOM
05/27/2020, 2020-02264, THEFT FROM VEHICLE,"THEFT FROM VEHICLE ACCESSORIES, $200 AND OVER",Arrest,05/27/2020, 4:31 - 05/27/2020 4:51,4000 LUDLOW ST,4000 BLOCK OF LUDLOW
05/27/2020, 2020-02268,VANDALISM,VANDALISM/CRIMINAL MISCHIEF PUBLIC UTILITIES/SERVI, Inactive,05/26/2020, 17:30 - 05/27/2020  8:16,119 S 38TH ST, WALNUT 38
05/28/2020, 2020-02289,THEFT FROM BUILDING,THEFT EXCEPT AUTO THEFTS $200 AND OVER BUILDINGS, Inactive,05/22/2020,11:01-05/28/2020, 4039 CHESTNUT ST,4039 CHESTNUT
05/28/2020, 2020-02295, ROBBERY-GUN, ROBBERY COMMERCIAL HOUSE BY HANDGUN,Active,05/28/2020, 21:00 - 05/28/2020  21:05, 4109 WALNUT ST,HOMEWOOD SUITES
05/29/2020, 2020-02303,VANDALISM,VANDALISM/CRIMINAL MISCHIEF PUBLIC UTILITIES/SERVI, Active,05/29/2020, 2:30 - 05/29/2020 3:46,100 S 34TH ST, 100 BLOCK OF S. 34TH
05/29/2020, 2020-02308,VANDALISM,GRAFFITI/VANDALISM 500 TO 999.99, Active,05/28/2020,23:00-05/29/2020,380 UNIVERSITY AVE,HILL PAVILLION
05/29/2020, 2020-02313,VANDALISM,VANDALISM/CRIMINAL MISCHIEF PRI PROP UNDER 500, Active,05/29/2020,0:00-05/29/2020,3800 SPRUCE ST,VETERINARY SCHOOL
05/31/2020, 2020-02330, THEFT FROM VEHICLE,"THEFT FROM VEHICLE NON ACCESSORY, $200 AND OVER",Inactive,05/30/2020, 18:15 - 05/31/2020  7:00,200 S 33RD ST, 200 BLOCK OF S. 33RD
05/31/2020, 2020-02336,VANDALISM,VANDALISM/CRIMINAL MISCHIEF PUBLIC UTILITIES/SERVI, Arrest,05/31/2020, 18:52 - 05/31/2020  18:55, 226 S 40TH ST, NATURAL SHOE
06/01/2020, 2020-02356, BURGLARY,BURGLARY NON RES/NIGHT/FORCE 6PM - 6AM STORES,Arrest,06/01/2020, 1:01 - 06/01/2020 1:28,110 S 36TH ST, URBAN OUTFITTERS
06/01/2020, 2020-02362,VANDALISM,VANDALISM/CRIMINAL MISCHIEF PUBLIC UTILITIES/SERVI, Inactive,06/01/2020,0:50 - 06/01/2020 0:52, NATURAL SHOE,
06/01/2020, 2020-02363, BURGLARY,BURGLARY NON RES/NIGHT/FORCE 6PM - 6AM STORES,Active,06/01/2020, 2:57 - 06/01/2020 2:58,3737 CHESTNUT ST,SPRINT
06/01/2020, 2020-02371, WEAPONS, WEAPONS ADULTS HANDGUN, Arrest,05/29/2020,0:00-05/29/2020,4247 LOCUST ST,FAIRFAX APARTMENTS
06/01/2020, 2020-02375,VANDALISM,VANDALISM/CRIMINAL MISCHIEF PUBLIC UTILITIES/SERVI, Inactive,05/29/2020,0:00-05/29/2020,3400 SANSOM ST,3400 BLOCK OF SANSOM
06/01/2020, 2020-02376, THEFT FROM VEHICLE,"THEFT FROM VEHICLE ACCESSORIES, $50 TO $199.99", Arrest,06/01/2020,22:27 - 06/01/2020 22:42,3550 MARKET,
06/02/2020, 2020-02382, BURGLARY,BURGLARY NON RES/NIGHT/FORCE 6PM - 6AM STORES,Arrest,06/02/2020,0:33 - 06/02/2020 0:56, NATURAL SHOE,
06/02/2020, 2020-02384, CURFEW,CURFEW ARRESTS CURFEW VIOLATION HIGHWAY,CITATION,06/02/2020,0:33-06/02/2020,4000 LOCUST ST,4000 BLOCK OF LOCUST
06/02/2020, 2020-02389,THEFT FROM BUILDING,THEFT EXCEPT AUTO THEFTS $50 TO $199.99 FROM BUILD, Active,06/02/2020,0:33-06/02/2020, 4039 CHESTNUT ST,4039 CHESTNUT
06/02/2020, 2020-02393, CURFEW,CURFEW ARRESTS CURFEW VIOLATION HIGHWAY,CITATION,06/02/2020,22:16 -,PENN ALEXANDER SCHOOL,
06/03/2020, 2020-02407,VANDALISM,GRAFFITI/VANDALISM 500 TO 999.99, Active,06/02/2020,0:33-06/02/2020, 3800 SPRUCE ST,VETERINARY SCHOOL
06/03/2020, 2020-02410,THEFT OTHER,THEFT EXCEPT AUTO THEFTS $200 AND OVER ALL OTHERS,Inactive,05/22/2020,10:02 -, SANSOM,
06/03/2020, 2020-02418, BURGLARY,BURGLARY NON RES/DAY/FORCE 6AM - 6AM ATTEMPTS,Active,06/02/2020,0:33-06/02/2020,4004 SPRUCE ST,4004 SPRUCE ST
06/04/2020, 2020-02419,VANDALISM,GRAFFITI/VANDALISM UNDER $500,Inactive,05/29/2020, 8:20 - 06/04/2020 8:00,3680 WALNUT ST,ANNENBERG CENTER
06/04/2020, 2020-02428,VANDALISM,VANDALISM/CRIMINAL MISCHIEF PRI PROP 500 TO 999.99, Arrest,06/04/2020, 19:23 - 06/04/2020  19:25, 3800 WALNUT ST,3800 BLOCK OF WALNUT
06/04/2020, 2020-02430,THEFT OTHER,THEFT EXCEPT AUTO THEFTS $50 TO $199.99 ALL OTHERS, Inactive,06/02/2020,0:33-06/02/2020  21:00, 113 S 42ND ST,
06/05/2020, 2020-02432, AUTO THEFT,AUTO THEFT STOLEN PASSENGER VEHICLE,Active,06/02/2020,0:33-06/02/2020, 3500 MARKET ST,3500 BLOCK OF MARKET
06/07/2020, 2020-02451, ASSAULT/DATING,DOM ASSAULT/DATING VIOLENCE,Active,06/07/2020,22:33 -, 4050 CHESTNUT,
06/06/2020, 2020-02455, THEFT FROM VEHICLE,"FROM AUTO, CELL PHONE,COMPUTER $200 AND OVER", Active,06/05/2020,23:59 - 06/06/2020 11:00, 3800 BLOCK OF POWELTON,
06/08/2020, 2020-02459,ASSAULT,OTHER ASSAULTS ASSAULT, Arrest,06/08/2020, 18:40 - 06/08/2020  18:45, 51 N 39TH ST,PRESBYTERIAN HOSPITAL
06/09/2020, 2020-02464,THEFT FROM BUILDING,THEFT EXCEPT AUTO THEFTS $200 AND OVER BUILDINGS, Active,03/12/2020,0:00 -, SCHATTNER BUILDLING,
06/09/2020, 2020-02468,BIKE THEFT, THEFT EXCEPT AUTO THEFTS $50 TO $199.99 BICYCLE,Active,06/09/2020, 6:45 - 06/09/2020 19:15, 231 S 34TH ST, NEW CHEMISTRY
06/10/2020, 2020-02470,THEFT OTHER,THEFT EXCEPT AUTO THEFTS $200 AND OVER ALL OTHERS,Active,06/09/2020, 14:30 - 06/09/2020  14:30, 3700 WOODLAND WALK,Woodland Walk
06/10/2020, 2020-02471,ASSAULT DOMESTIC, ASSAULT-DOMESTIC, Active,06/10/2020,10:18 - 06/10/2020 10:27, 4050 CHESTNUT,
06/10/2020, 2020-02476,ASSAULT DOMESTIC, ASSAULT-DOMESTIC, Active,06/02/2020,0:33-06/02/2020, 4200 MARKET ST,"42/MARKET, INTERSECTION OF"
06/09/2020, 2020-02477, BURGLARY,BURGLARY RES/NIGHT/FORCE ENTRY 6PM - 6AM AP HOUSE,Active,06/09/2020,23:25 -,LEFT BANK APARTMENTS,
06/11/2020, 2020-02478,FRAUD,FRAUD CREDIT CARDS, Exceptionally Cleared,06/10/2020, 21:00 - 06/11/2020  9:43,4109 WALNUT ST,HOMEWOOD SUITES
06/12/2020, 2020-02487,THEFT FROM BUILDING,THEFT EXCEPT AUTO THEFTS $200 AND OVER BUILDINGS, Active,06/02/2020,0:33-06/02/2020,2929 WALNUT ST,Walnut Street Cafe
06/15/2020, 2020-02502,BIKE THEFT, THEFT EXCEPT AUTO THEFTS $50 TO $199.99 BICYCLE,Inactive,06/15/2020, 19:00 - 06/15/2020  7:00,3400 SPRUCE ST,3400 BLOCK OF SPRUCE
06/15/2020, 2020-02508,THEFT FROM BUILDING,THEFT EXCEPT AUTO THEFTS $200 AND OVER BUILDINGS,Active,06/02/2020,0:33-06/02/2020  13:30, 3661 WALNUT ST,
06/16/2020, 2020-02515,FRAUD,FRAUD CREDIT CARDS,Active,06/02/2020,0:33-06/02/2020, 3549 CHESTNUT ST,UNIVERSITY CITY SHERATON
06/17/2020, 2020-02524,BIKE THEFT, THEFT EXCEPT AUTO THEFTS $200 AND OVER BICYCLE,Active,06/16/2020, 6:00 - 06/17/2020 9:15,3400 SPRUCE ST,HOSPITAL OF THE UNIV. OF PENN
06/17/2020, 2020-02528, ASSAULT/DATING,DOM ASSAULT/DATING VIOLENCE, Active,06/17/2020, 17:30 - 06/17/2020  17:44, 3441A CHESTNUT ST, T-MOBILE
06/17/2020, 2020-02530,BIKE THEFT, THEFT EXCEPT AUTO THEFTS $200 AND OVER BICYCLE,Inactive,06/17/2020, 6:45 - 06/17/2020 18:00, 231 S 34TH ST, NEW CHEMISTRY
06/17/2020, 2020-02533,FRAUD,FRAUD OTHER FRAUDS,Active,06/02/2020,0:33-06/02/2020,4060 CHESTNUT ST,NEW STYLE PIZZA
06/08/2020, 2020-02534,ASSAULT,OTHER ASSAULTS ASSAULT,Arrest,06/02/2020,0:33-06/02/2020,51 N 39TH ST,PRESBYTERIAN HOSPITAL
06/18/2020, 2020-02542,BIKE THEFT, THEFT EXCEPT AUTO THEFTS $50 TO $199.99 BICYCLE, Active,06/17/2020, 15:00 - 06/18/2020  7:00,3400 SPRUCE ST,HOSPITAL OF THE UNIV. OF PENN
06/18/2020, 2020-02545,BIKE THEFT, THEFT EXCEPT AUTO THEFTS $200 AND OVER BICYCLE,Inactive,06/02/2020,0:33-06/02/2020, 231 S 34TH ST, NEW CHEMISTRY
06/20/2020, 2020-02560,SEX OFFENSE,SEX OFFENSES INDECENT ASSAULT, Inactive,06/20/2020, 17:09 - 06/20/2020  17:11, 4100 LOCUST ST,4100 BLOCK OF LOCUST
06/20/2020, 2020-02562,BIKE THEFT, THEFT EXCEPT AUTO THEFTS $200 AND OVER BICYCLE,Inactive,06/20/2020, 6:45 - 06/20/2020 19:20, 3900 DELANCEY ST,VETERINARY HOSPITAL
06/20/2020, 2020-02572, AUTO THEFT,AUTO THEFT STOLEN PASSENGER VEHICLE, Inactive,06/19/2020,23:00 - 06/20/2020,3200 CHESTNUT ST,
06/23/2020, 2020-02579,THEFT FROM BUILDING,THEFT EXCEPT AUTO THEFTS $200 AND OVER BUILDINGS,Inactive,03/15/2020,12:00-06/23/2020, 3939 CHESTNUT ST,HUB2
06/23/2020, 2020-02582, OTHER OFFENSE, HARASSMENT,Inactive,06/23/2020, 20:17 - 06/23/2020  20:56, 3601 WALNUT ST,BOOKSTORE - WALNUT
06/24/2020, 2020-02589,THEFT FROM BUILDING,THEFT EXCEPT AUTO THEFTS $200 AND OVER BUILDINGS,Inactive,06/22/2020,11:00 - 06/22/2020 11:00,TD BANK,
06/24/2020, 2020-02590,HARASSMENT, OTHER OFFENSES HARASSMENT BY COMMUNICATION,Inactive,06/17/2020, 13:00 - 06/24/2020  16:14, 3400 CIVIC CENTER BLVD,PERELMAN CENTER FOR ADVANC
06/27/2020, 2020-02620,BIKE THEFT, THEFT EXCEPT AUTO THEFTS $200 AND OVER BICYCLE,Inactive,06/27/2020,11:30-06/27/2020, 255 S 36TH ST, WILLIAMS HALL
06/27/2020, 2020-02626, AGGRAVATED ASSAULT,"AGR ASSAULT BY HANDS, FIST, FEET, ETC", Active,06/27/2020,11:30-06/27/2020,3900 MARKET ST,3900 BLOCK OF MARKET
06/29/2020, 2020-02632,VANDALISM,VANDALISM/CRIMINAL MISCHIEF PRI PROP UNDER 500,Arrest,06/27/2020,11:30-06/27/2020,108 S 40TH ST, ALLIED BARTON
06/29/2020, 2020-02633, THEFT FROM VEHICLE,"THEFT FROM VEHICLE NON ACCESSORY, $50 TO $199.99",Inactive,06/29/2020, 14:50 - 06/29/2020  15:15, 3216 CHANCELLOR ST,TANDEM HALL
06/29/2020, 2020-02640,THEFT FROM BUILDING,THEFT EXCEPT AUTO THEFTS $200 AND OVER BUILDINGS,Inactive,06/29/2020, 16:00 - 06/29/2020  18:00, 3600 SANSOM ST,INN AT PENN
06/29/2020, 2020-02643, AGGRAVATED ASSAULT,AGR ASSAULT BY KNIFE OR CUTTING INSTRUMENT,Inactive,06/27/2020,11:30-06/27/2020, 4100 SPRUCE ST,4100 BLOCK OF SPRUCE
07/01/2020, 2020-02651, WEAPONS, WEAPONS ADULTS HANDGUN,Arrest,06/27/2020,11:30-06/27/2020, 3737 MARKET ST,Penn Medicine at 3737 Market
06/30/2020, 2020-02653,AGG ASSAULT/DOMESTIC, AGG ASSAULT DOMESTIC - HANDS/FIST/FEET, Inactive,06/27/2020,11:30-06/27/2020,3900 MARKET ST,3900 BLOCK OF MARKET
07/01/2020, 2020-02655,SEX OFFENSE,SEX OFFENSES PUBLIC INDECENCY,Arrest,06/27/2020,11:30-06/27/2020, 3604 CHESTNUT ST,WAWA- CHESTNUT ST
07/01/2020, 2020-02657,BIKE THEFT, THEFT EXCEPT AUTO THEFTS $200 AND OVER BICYCLE, Inactive,06/30/2020, 8:00 - 06/30/2020 17:00, 3701 MARKET ST,SCIENCE CENTER 3701
07/02/2020, 2020-02666,SEX OFFENSE,SEX OFFENSES PUBLIC INDECENCY,Arrest,07/02/2020, 8:50 - 07/02/2020 9:55,3600 MARKET ST,"36/MARKET, INTERSECTION OF"
07/02/2020, 2020-02668,THEFT FROM BUILDING,THEFT EXCEPT AUTO THEFTS $200 AND OVER BUILDINGS, Inactive,07/01/2020,11:36-07/02/2020,4039 CHESTNUT ST,4039 CHESTNUT
07/02/2020, 2020-02670,THEFT OTHER,THEFT EXCEPT AUTO THEFTS $200 AND OVER ALL OTHERS,Active,07/01/2020,22:16 -,3401 Grays Ferry,
07/04/2020, 2020-02681,BIKE THEFT, THEFT EXCEPT AUTO THEFTS $200 AND OVER BICYCLE, Inactive,07/03/2020,23:45 -,HOSPITAL OF THE UNIV. OF PENN,
07/05/2020, 2020-02690,THEFT FROM BUILDING,THEFT EXCEPT AUTO THEFTS $200 AND OVER BUILDINGS, Inactive,07/05/2020, 9:00 - 07/05/2020 17:00, 4101 SANSOM ST,sansom
07/05/2020, 2020-02694,ASSAULT DOMESTIC, ASSAULT-DOMESTIC, Inactive,07/01/2020,11:36-07/02/2020,3400 SPRUCE ST,3400 BLOCK OF SPRUCE
07/06/2020, 2020-02695,RETAIL THEFT, THEFT EXCEPT AUTO THEFTS $200 AND OVER RETAIL THEF, Inactive,07/06/2020, 9:08 - 07/06/2020 9:20,3604 CHESTNUT ST,WAWA- CHESTNUT ST
07/06/2020, 2020-02696,RETAIL THEFT, THEFT UNDER $50 INC ATTEMPTS RETAIL THEFT,Inactive,07/06/2020,12:09 - 07/06/2020 12:24,WAWA- CHESTNUT ST,
07/06/2020, 2020-02698,THEFT FROM BUILDING,THEFT EXCEPT AUTO THEFTS $50 TO $199.99 FROM BUILD, Inactive,07/06/2020,11:12-07/06/2020, 4039 CHESTNUT ST,4039 CHESTNUT
07/07/2020, 2020-02707,BIKE THEFT, THEFT EXCEPT AUTO THEFTS $200 AND OVER BICYCLE, Active,07/07/2020, 6:55 - 07/07/2020 17:20, 3701 MARKET ST,SCIENCE CENTER 3701
07/08/2020, 2020-02714,THEFT OTHER,THEFT EXCEPT AUTO THEFTS $50 TO $199.99 ALL OTHERS, Inactive,07/06/2020,11:12-07/06/2020 3:12,4019 LOCUST ST,
07/08/2020, 2020-02719,BIKE THEFT, THEFT EXCEPT AUTO THEFTS $200 AND OVER BICYCLE,Inactive,07/08/2020, 6:10 - 07/08/2020 15:00, 300 S 34TH ST, 300 BLOCK OF S. 34TH
07/09/2020, 2020-02725, THEFT FROM VEHICLE,"THEFT FROM VEHICLE NON ACCESSORY, $200 AND OVER", Inactive,07/08/2020, 15:30 - 07/09/2020  6:00,3131 WALNUT ST,FACILITIES DEPARTMENT
07/10/2020, 2020-02751,THEFT FROM BUILDING,THEFT EXCEPT AUTO THEFTS $200 AND OVER BUILDINGS,Active,07/10/2020,10:30 - 07/10/2020 11:20,UNIVERSITY CITY SHERATON,
07/10/2020, 2020-02753,THEFT FROM BUILDING,THEFT EXCEPT AUTO THEFTS $200 AND OVER BUILDINGS,Active,07/10/2020, 13:02 - 07/10/2020  13:07, 3400 CIVIC CENTER BLVD,PERELMAN CENTER FOR ADVANC
07/10/2020, 2020-02758, ASSAULT/DATING,DOM ASSAULT/DATING VIOLENCE, Active,07/06/2020,11:12-07/06/2020,3549 CHESTNUT ST,UNIVERSITY CITY SHERATON
07/10/2020, 2020-02760,THEFT FROM BUILDING,THEFT EXCEPT AUTO THEFTS $200 AND OVER BUILDINGS,Inactive,07/04/2020,23:30 -, HAMILTON COURT,
07/12/2020, 2020-02779,ROBBERY,ROBBERY HIGHWAY NO WEAPON, Inactive,07/06/2020,11:12-07/06/2020,4100 BALTIMORE AVE,"41/BALTIMORE, INTERSECTION OF"
07/12/2020, 2020-02780,BIKE THEFT, THEFT EXCEPT AUTO THEFTS $200 AND OVER BICYCLE,Active,07/12/2020, 14:09 - 07/12/2020  16:12, 3608 CHESTNUT ST,OCHATTO
07/13/2020, 2020-02794,THEFT FROM BUILDING,THEFT EXCEPT AUTO THEFTS $200 AND OVER BUILDINGS, Active,04/14/2020,0:00 -,4039 CHESTNUT,
07/13/2020, 2020-02801, THEFT FROM VEHICLE,"THEFT FROM VEHICLE NON ACCESSORY, $50 TO $199.99", Inactive,07/12/2020,22:08-07/13/2020,4100 SANSOM ST,4100 BLOCK OF SANSOM
07/13/2020, 2020-02804,BIKE THEFT, THEFT EXCEPT AUTO THEFTS $200 AND OVER BICYCLE, Inactive,07/12/2020, 15:00 - 07/13/2020  6:45,3400 CIVIC CENTER BLVD,3400 BLOCK OF CIVIC CENTER BLV
07/14/2020, 2020-02822,OTHER ASSAULT,other offense/tTERRORISTIC THREAT,Active,07/12/2020,22:08-07/13/2020, 3900 WALNUT ST,3900 BLOCK OF WALNUT
07/15/2020, 2020-02829,ASSAULT,OTHER ASSAULTS ASSAULT, Inactive,07/12/2020,22:08-07/13/2020,3400 SPRUCE ST,HOSPITAL OF THE UNIV. OF PENN
07/15/2020, 2020-02831,FRAUD,FRAUD PASSING WORTHLESS CHECKS, Inactive,07/15/2020,22:32 -,UNIVERSITY POLICE,
07/17/2020, 2020-02844,ASSAULT,OTHER ASSAULTS ASSAULT, Inactive,07/17/2020,0:33 -,HOSPITAL OF THE UNIV. OF PENN,
07/17/2020, 2020-02851, THEFT FROM VEHICLE,"THEFT FROM VEHICLE NON ACCESSORY, $50 TO $199.99", Inactive,07/15/2020, 19:00 - 07/17/2020  17:30, 4200 LOCUST ST,"42/LOCUST, INTERSECTION OF"
07/18/2020, 2020-02873, AUTO THEFT,AUTO THEFT STOLEN PASSENGER VEHICLE, Active,07/18/2020,0:01-07/08/2020, 4200 MARKET ST,4200 BLOCK OF MARKET
07/20/2020, 2020-02881,THEFT FROM BUILDING,THEFT EXCEPT AUTO THEFTS $200 AND OVER BUILDINGS,Inactive,07/20/2020, 13:13 - 07/20/2020  13:59, 3400 SPRUCE ST,HOSPITAL OF THE UNIV. OF PENN
07/21/2020, 2020-02893,FRAUD,FRAUD OTHER FRAUDS,Active,07/20/2020,12:00 -,LEVINE HALL,
07/22/2020, 2020-02914,THEFT FROM BUILDING,THEFT EXCEPT AUTO THEFTS $200 AND OVER BUILDINGS,Active,07/18/2020, 14:39 - 07/18/2020  18:44, 4039 CHESTNUT ST,4039 CHESTNUT
